date_set,scope,condition,action,status,notes
2026-08-21,VERI/WEB-ARAMA,Web aramasi BIST fiyat capasi olarak kullanilabilir mi?,"HAYIR - kaynak olarak REDDEDILDI, kalici kural",expired,"08-21 ACILDI VE AYNI GUN KAPANDI. Kanal 1 ve 2 cokunce web aramasi denendi ve ILK SORGUDA yanlis veri verdi: '20 Agustos 2026 XU100 kapanisi' sorgusuna 14.458,98 / +%2,34 dondu - bu rakam 08-20'nin DEGIL, prices.csv'de ZATEN KAYITLI 08-19 kapanisinin ta kendisi (08-18 14.127,98 -> 08-19 14.458,98 = +%2,343). Haber akisi bir gunluk gecikmeyle yayinlanan seans ozetini 'bugun' diye sunuyor. Bu deger ledger'a yazilsaydi 08-20 satiri 08-19'un KOPYASIYLA dolacak ve alfa serisi SESSIZCE bozulacakti. KURAL 1'in otesinde bir sorun: kaynak yalnizca tek degil, YANLIS TARIHLI. Metodolojinin fiyat capasini iki spesifik beslemeye kilitlemesi bugun ILK KEZ somut bir hatayi onledi."
2026-08-21,DOAS,§6.5 deger-tuzagi sinavi: 08-20 settled tepkisi olculemedi,Sinav ASKIDA - bir sonraki basarili rutinde ILK IS olarak sonuclandirilacak,expired,"08-21 - SINAV SONUCSUZ KALDI VE BU BUGUNUN EN CAN SIKICI KAYBI. 08-20 raporunda resmi olcumun BUGUN yazilacagini soylemistim. DURUSTLUK NOTU: sinav BENIM ALEYHIME ilerliyordu - Q2 rakami hipotezin bekledigi kadar kotu geldi (net -%34,60 YoY nominal / -%50,36 reel) ama 08-20 gun-ici fiyat tepkisi +%2,60 vs XU100 +%0,27 = +2,33pp ONDE, yani hipotezin REDDI yonunde. Aleyhime giden bir sinavin veri kesintisiyle askiya alinmasi benim isime gelir - tam da bu yuzden yaziyorum ki yarin 'zaten sonucsuzdu' diyemeyeyim. Hipotez n=5, sinav DEVAM EDIYOR. || 08-24 KAPANDI - askidaki sinav bugun ILK IS olarak sonuclandirildi (yukaridaki 08-20 DOAS satirina bakiniz). Sonuc: HIPOTEZ RED."
2026-08-24,ALTYAPI,"borsamcp-new araclari oturum acilirken hazir olmuyor; ilk ToolSearch bos donuyor, ikinci cagride geliyor (baglanti yarisi)",Her rutinde ToolSearch bos donerse EN AZ BIR KEZ tekrarla; tek denemede 'sunucu yok' teshisi koyma,active,"08-24 ACILDI - 08-21 ALTYAPI tetiginin HALEFI ve onu DUZELTIYOR. Dun 'araclar oturuma HIC yuklenmiyor, model tarafinda cozulemez' yazmistim; bugun ayni kosulda ikinci ToolSearch cagrisi 24 aracin hepsini getirdi. Dunku rapor bu yuzden GEREKSIZ YERE sifir-oneri raporu olmus olabilir - kesin degil (dun kac deneme yapildigi kayitli degil), ama teshisin fazla kesin yazildigi KESIN. Ders: 'arac yok' ile 'arac henuz gelmedi' ayrimi olculmeden yazilmamali."
2026-08-24,ALTYAPI,"borsamcp-new seans ortasinda ~4 dakika coktu: 10 sembollu iki batch cagri 60 sn timeout, ardindan tum cagrilar 'Anthropic Proxy: Invalid content from server' dondu","Batch boyutunu <=4 sembolde tut; cokme olursa ~150 sn bekleyip tekrar dene, ARAC DEGISTIRME",active,"08-24 ACILDI - BUGUN FIILEN YASANDI VE COZULDU. Kronoloji: 07:34 get_quote(10 sembol) + get_financial_ratios(10 sembol) -> ikisi de 60 sn TIMEOUT; 07:35-07:39 arasi HER cagri (tek sembollu dahil) proxy hatasi; 07:40:40 get_financial_ratios(KCHOL) BASARILI - sunucu kendiliginden toparlandi. Sonrasinda 3-4 sembollu batchler sorunsuz calisti. Bu bir egress/politika reddi DEGIL, sunucu tarafi asiri yuk. Rapor URETILDI - yani kesinti bu kez maliyet uretmedi."
2026-08-24,METODOLOJI,compute_perf.py KAPANMIS pozisyonlarda hisse bacagini cikis kapanisinda dondururken XU100 bacagini BUGUNE kadar uzatiyor - iki bacak ayni donemi olcmuyor,"Kapanmis pozisyonlarda XU100 bacagi da exit_date'te dondurulmali; degisiklik ONCE METHODOLOGY.md 4. bolumde yapilir, ad-hoc script duzenlemesi YOK",active,"08-24 ACILDI - BUGUN SOMUT VE BUYUK BIR SAPMA URETTI. TUPRS: script +%27,77 getiri vs XU100 +%0,15 (06-16 -> 08-21) = alfa +%27,62 diyor. Ama TUPRS 07-30'da 288,00'den KAPANDI; dogru karsilastirma XU100'un 06-16 -> 07-30 bacagi (-%8,28) ile yapilir = gercek realize alfa +36,05pp. Fark 8,4 PUAN. Ayni hata FROTO/TCELL/ISCTR/AEFES/CCOLA/THYAO satirlarinin hepsinde var ve yonu piyasa yonune gore degisiyor (XU100 cikista realize alfayi OLDUGUNDAN DUSUK, dususte YUKSEK gosteriyor). RESMI eshit-agirlik cekirdek metrigi (4 acik isim) ETKILENMIYOR - orada iki bacak da ayni donemi olcuyor. compute_perf ciktisi bugun AYNEN yapistirildi, ELLE DUZELTILMEDI."
2026-08-24,METODOLOJI,"Deger-tuzagi hipotez sinavlari MUTLAK fiyat bacagiyla yaziliyor (DOAS: 'pozitif settled = RED'), bu KURAL 6'ya (her olcum XU100'e rolatif) aykiri",Bundan sonraki hipotez sinavlarinin kabul/red bacagi ALFA ile yazilir (ornek: 'Q2 sonrasi ilk settled seansta alfa < 0 -> TEYIT'); degisiklik ONCE METHODOLOGY.md'de,active,"08-24 ACILDI - BUGUN TAM DA BU FARK ONEMLI OLDU. DOAS 08-20 sinavi: mutlak +%0,65 (RED) ama ayni gun XU100 -%0,43 idi, yani alfa +1,08pp - bu ornekte iki okuma AYNI sonuca vardi. Ancak 08-19'da DOAS +%0,30 iken XU100 +%2,34 idi: mutlak bacak 'pozitif -> RED' derdi, alfa bacagi -2,04pp ile 'TEYIT' derdi. Yani sinav SONUCU HANGI GUNU secmis oldugumuza bagli hale geliyordu. Bugunku RED kaydi gecerlidir (on-kayit otoriterdir), ama tasarim hatasi kayda geciyor."
2026-08-24,VERI/BESLEME,"get_financial_statements 2025Q1 karsilastirmasini XU100'un GENISI bir kisminda vermiyor - bugun 12 isimde teyit edildi (KRDMD, OYAKC, CIMSA, AKSA, GRSEL, ENKAI, MGROS, ENJSA, SAHOL, DOHOL, ENERY, GLRMK); seri 2025Q2'den basliyor",YoY olculemeyen isim KURAL 2 ile elenir; ikame yol = KAP birincil belgesinde ozkaynak 'Net Donem Kari' satiri (bugun MPARK'ta calisti),active,"08-24 ACILDI - 08-20 VERI/BESLEME tetiginin GENISLETILMISI. Dun 4 isimde gorulen bosluk bugun 12 isimde olculdu ve BU, BUGUN DEVRIN SIFIR KALMASININ TEK EN BUYUK NEDENI: deger elegini gecen KRDMD (F/K 12,04 < XUSIN medyani 19,54, PD/DD 0,48, EV/FAVOK 5,4), OYAKC (13,75), CIMSA (9,95), AKSA (6,77) - dordu de buyume bacagi OLCULEMEDIGI icin elendi, kotu olduklari icin degil. IKAME YOL BUGUN CALISTI: MPARK'in H1 2026 ana ortaklik net kari KAP Finansal Rapor'un 17. sayfasindaki ozkaynak tablosundan okundu (3.153.018 bin TL) ve 2025Q2 kumulatifiyle (3.018.030) kiyaslanip +%4,47 nominal / REEL -%20,9 bulundu. Maliyet: isim basina ~4 sayfa cagrisi. 12 ismi boyle taramak PAHALI ama MUMKUN."
2026-08-24,MPARK,"KAP-teyitli H1 2026 ana ortaklik net kari +%4,47 nominal / REEL -%20,9 (TUFE %31,75) - buyume bacagi SERT VERIYLE BASARISIZ",Giris kapisi ACILMAZ; fiyat/RSI bacaklari gecse bile temel bacak baglayicidir,fired,"08-24 ACILDI VE AYNI GUN SONUCLANDI - 08-18 MPARK kapisinin NIHAI OLCUMU. Fiyat bacagi GECTI (08-21 settled 445,00 > 420 esigi), RSI bacagi GECTI (44 settled kapanistan elle Wilder RSI-14 = 61,94 < 65; TA/Cutler 72,88 gosteriyordu - 08-07 METODOLOJI tetigi geregi ELLE WILDER OTORITER). Temel bacak BASARISIZ: KAP 05 Agu Finansal Rapor s.17 ozkaynak tablosu 'Net Donem Kari' cari donem 30.06.2026 = 3.153.018 bin TL (onceki donem 31.12.2025 = 6.519.889 bin TL, bu rakam beslemedeki FY2025 ana ortaklik payi 6.519.889.703 TL ile BIREBIR ESLESIYOR -> okuma dogrulandi); H1 2025 = 2025Q2 kumulatif 3.018.030 bin TL. YoY +%4,47 nominal, TUFE %31,75 -> REEL -%20,9. Destekleyici: 2026Q1 faaliyet kari zaten -%14,8 YoY idi ve 2026Q1 satis gelirleri +%5,65 nominal (reel negatif) - ceyreklik toparlanma yok. DEGER BACAGI COK GUCLU OLMASINA RAGMEN (F/K 12,71 < XUHIZ medyani 18,05, EV/FAVOK 4,9) giris YAPILMADI: ucuzluk buyume yoklugunu telafi etmez - bu §6.4/§6.5 deger-tuzagi hipotezinin DORDUNCU vakasi olarak kaydediliyor."
2026-08-24,KCHOL,"F/K 14,33 > XHOLD medyani 13,69 (deger bacagi %4,7 farkla basarisiz) VE EV/FAVOK cekilemiyor (ikame bacak olculemiyor)",Giris kapisi ACILMAZ; kapi ancak (a) settled F/K sektor medyaninin ALTINA iner VEYA (b) EV/FAVOK cekilebilir hale gelip sektor medyaninin altinda olcuLursa yeniden degerlendirilir,active,"08-24 GUNCELLENDI - 08-07 KCHOL kapisinin YENI BAGLAYICI BACAGI. FIYAT BACAGI ILK KEZ GECTI: sart 'settled > 200' idi, 08-21 settled 222,40 (08-18 207,90 -> 08-21 222,40 = 4 seansta +%6,97, XU100 +%2,74 -> alfa +4,23pp; endeksin en guclu buyuk-kap kirilimi). BUYUME BACAGI DA GECTI VE REEL POZITIF: 2026Q1 faaliyet kari 27.943 mn TL vs 2025Q1 19.750 mn TL = +%41,5 nominal -> TUFE %31,75 karsisinda REEL +%7,4; ana ortaklik payi 2025Q1 -1.852 mn ZARAR'dan 2026Q1 +522 mn KAR'a dondu. KATALIZOR VAR: KAP 05 Agu Q2 Holding Finansal Rapor + 07 Agu 18:15 FROTO Finansal Duran Varlik Edinimi. TEK BASARISIZ BACAK DEGER: F/K 14,33 (Is Yatirim 14,9) vs XHOLD medyani 13,69 -> ustte. PD/DD 0,69 = medyanin TAM UZERINDE (esit). EV/Satis 1,77 var ama EV/FAVOK get_financial_ratios'tan gelmiyor -> SECIM KRITERI'nin 'VEYA' bacagi OLCULEMIYOR. DURUSTLUK: %4,7'lik bir farkla eliyorum ve bunu rahatsiz edici buluyorum; ama esik onceden yazildi, bugun gevsetilmez. Konsensus 23 AL / 0 TUT, mean 322,74 (+%43,95) - hedefin ima ettigi F/K 23,0, XHOLD medyaninin %68 uzerinde, yani konsensus da KCHOL'u ucuzluk degil buyume hikayesi olarak fiyatliyor."
2026-08-24,PORTFOY,"2Y TR tahvil getirisi 08-24'te -1,84 puan dususe %40,10 - 07-28'de EXPIRE olan 'curve-down -> banka deploy' tezinin yeniden dogusu",2-3 ardisik seans 2Y settled dususu TEYIT ederse nakit -> banka deploy DEGERLENDIRILIR (08-14 finansal capi %35 ile birlikte okunur),expired,"08-24 ACILDI - AMA BILEREK ZAYIF YAZILDI. 07-28'de ayni tez acilmis ve 07-30'da 2Y +0,26 ile TERSINE DONUP 2 gun bile surmeden EXPIRE olmustu. O yuzden bu kez TEK GUNLUK hareketle hicbir sey yapilmiyor: bugun 2Y %40,10 (-1,84), 5Y %38,42 (-0,39), 10Y %34,80 (+0,09) - dusus ON UCTA yogun, uzun uc yatay, yani egri dikleseiyor (banka net faiz marji lehine olan sekil). GARAN bugun gun-ici +%2,69, AKBNK +%3,73, YKBNK +%2,96 - banka blogu tepki veriyor. TEYIT SARTI: 08-25 ve 08-26 settled 2Y okumalari da asagi. UYARI: tetik atesler ve deploy dusunulurse 08-14 capi (finansal >%35 -> ek add YASAK) BAGLAYICIDIR; GARAN+ANSGR %32'de, ~3pp'lik dar bir alan var. || GUNCELLEME 2026-09-21: SUPERSEDED: 'tahvil dususu -> bankaya nakit' tezi MAKRO tetik zincirine devredildi; gecerli kayit 2026-09-17 MAKRO satiridir."
2026-08-24,TUPRS,"Cikis sonrasi 16 seansta 288,00 -> 406,75 (+%41,23) vs XU100 +%9,19 = KACIRILAN ALFA 32,04pp","Trailing-stop tasarimi gozden gecirilir: kesim sonrasi GERI ALIM kapisi RSI<60 sartina baglanmisti ve RSI hic 60'in altina inmedi (bugun 92,79) - kapi fiilen ulasilamaz",active,"08-24 ACILDI - BU BUGUNUN EN ONEMLI TARIHSEL OGRENIMI VE ALEYHIME. 07-30'da trailing stop 291'i deldigi icin 288,00'den kesim yaptim ve raporda 'trailing stop TASARLANDIGI gibi calisti' yazdim. 16 seans sonra olcum: TUPRS 08-21 settled 406,75. Elde tutulsaydi 06-16 girisinden (225,40) itibaren +%80,46 vs XU100 +%0,15 = +80,31pp alfa; realize edilen ise +36,05pp (dogru donem eslesmesiyle). Yani disiplin 44 PUAN alfa maliyeti uretti. Kurumsal islem kontrol edildi: 2026'da TUPRS'ta split YOK (son split 2023-04-04), yani hareket GERCEK fiyat artisi. NE OGRENILDI: (a) trailing stop 'kar kilitleme' araci olarak calisti ama TREND ISMINDE cok erken tetiklendi - tek seanslik -%1,03'luk bir delme kesim icin yeterli sayildi; (b) daha onemlisi GERI ALIM kapisi yanlis tasarlandi: 'yeni katalizor + RSI<60 pullback + settled >291' dedim; settled >291 sarti 07-31'de zaten saglandi (295,25) ama RSI<60 sarti bir kez bile gelmedi cunku hisse kesintisiz yukseldi. Guclu trendde 'RSI dussun de girelim' kapisi ASLA acilmaz. HIPOTEZ (n=1, KANIT DEGIL): momentum-liderlerinde geri alim kapisi RSI'ya degil, ema20 uzerinde tutunma + yeni katalizore baglanmali."
2026-08-25,VERI/BESLEME,"DUN VE 08-20'DE YAZILAN 'get_financial_statements 2025Q1 vermiyor (12 isim)' TESHISI YANLISTI: sorun beslemede degil CAGRI PARAMETRESINDEYDI - last_n varsayilani (5) yalnizca ~4 son donem donduruyor; last_n=12 ile 2025Q1..2023Q2 serisi TAM geliyor. Bugun 8 isimde dogrulandi (KRDMD, GRSEL, MGROS, OYAKC, CIMSA, ENJSA, BIMAS, ANSGR)","YoY buyume bacagi ARTIK OLCULEBILIR: her temel elemede get_financial_statements period=quarterly last_n=12 KULLANILACAK. 08-24 tarihli VERI/BESLEME tetigi bu satirla GECERSIZ kilindi. Yeniden olculmesi gereken isimler: AKSA, ENKAI, SAHOL, DOHOL, ENERY, GLRMK, MPARK, KCHOL",active,"08-25 ACILDI. Bu, 3 rapordur devirin sifir kalmasinin EN BUYUK tek nedeniydi ve bir OPERATOR HATASIYDI, yapisal limit degil. METHODOLOGY 5'e yapisal limit olarak YAZILMAMISTI - iyi ki yazilmamis"
2026-08-25,METODOLOJI,"get_sector_comparison'un dondurdugu sector_median_pe HEDEF HISSEYI DE ICERIYOR; hedef emsal kumesinin ortanca ismiyse test ('F/K < medyan') MATEMATIKSEL OLARAK DEJENERE olur ve asla gecemez. Bugun IKI isimde birden gerceklesti: BIMAS 16,75 vs XUHIZ medyani 16,75 (19 emsalin 10.'su) ve ENJSA 19,09 vs XELKT medyani 19,09 (5 emsalin 3.'su)","Deger bacagi 'F/K < HEDEF HARIC sektor medyani' olarak yeniden tanimlanmali. ON-HESAPLANMIS DEGERLER (bugun, geriye donuk ayar yapilamasin diye): XUHIZ ex-BIMAS medyan 17,08; XELKT ex-ENJSA medyan 20,63. Degisiklik ONCE METHODOLOGY.md'de yapilir",active,08-25 ACILDI. Bugun bu duzeltme AD-HOC UYGULANMADI: kural yazildigi gibi okundu ve BIMAS alim listesinden CIKARILDI (ex-target medyanla kalirdi). Dun ENJSA'ya uygulanan 'olculmemis esikten faydalandirma' katiligi bugun kendi kazanan ismime uygulandi
2026-08-25,ENJSA,"TEZ DEGISIKLIGI (KURAL 9a): buyume bacagi 3 rapordur 'olculemiyor' diye asiliydi, bugun last_n=12 ile OLCULDU ve BASARISIZ cikti - 2026Q1 faaliyet kari -%10,52 nominal / REEL -%32,08, satis gelirleri REEL -%29,95. Deger bacagi da MET DEGIL (F/K 19,09 = XELKT medyani, altinda degil)","Agirlik %14 -> %7 (yariya) indirildi, 7pp nakde. TAM KESIM DEGIL cunku ana ortaklik net kari -0,97mrTL zarardan +1,08mrTL kara dondu. Kalan %7 stop 106 disipliniyle tasinir",fired,"08-25 ACILDI VE AYNI GUN UYGULANDI. Fiyat tetigi DEGIL, olcum tetigi - settled 110,60 > 106, stop met degildi"
2026-08-25,ENJSA,Agirlik artis kapisi (iki ardisik settled >112 VE elle Wilder RSI<65 -> %14'ten %18'e),Kapi KAPATILDI,expired,"08-25: tezin buyume bacagi REEL -%32,08 ile yanlislanmisken agirlik ARTIS kapisi acik birakilamaz. Sayac 0/2'de sonlandi (08-21 110,40 / 08-24 110,60)"
2026-08-25,BIMAS,"KURAL 7 deger bacagi: F/K 16,75 vs XUHIZ medyani 16,75 = TAM ESIT -> 'medyanin ALTINDA' sarti SAGLANMIYOR. EV/FAVOK 9,5 ikame bacaginin ESIGI TANIMSIZ -> 'gecti' sayilamaz","BUGUNUN ALIM LISTESINDEN CIKARILDI. Pozisyon %18'de KALIYOR (kesim tetigi met degil, stop 385). Listeye donus sarti: settled F/K sektor medyaninin ALTINA iner VEYA METHODOLOGY ex-target medyan duzeltmesi RESMILESIR",active,"08-25 ACILDI. Buyume bacagi ayni gun ILK KEZ olculdu ve COK GUCLU cikti (2026Q1 net kar REEL +%38,53, faaliyet kari zarardan kara) - yani isim TEMELDE guclendi, DEGER bacagindan elendi. Bu ayrimi karistirmamak sart"
2026-08-25,KRDMD,"CELISKILI VERI: get_sector_comparison F/K 11,89 (< XUSIN medyan 20,39) yaziyor AMA get_financial_statements'a gore FY2025 ana ortaklik SONUCU -1.353.603.708 TL ZARAR ve 2026Q1 yalnizca +16.781.650 TL -> TTM kazanc NEGATIF, pozitif F/K ile bagdasmiyor",Giris kapisi ACILMAZ (KURAL 2: dogrulanamayan/celiskili temel veri elenir). Kapi ancak TTM kazancin pozitife dondugu KAP-teyitli bir donemde yeniden degerlendirilir,active,"08-25 ACILDI. Buyume tarafinda GERCEK bir donus var (faaliyet kari -0,46mrTL -> +0,52mrTL) ama satis gelirleri REEL -%37,72 ile cokuyor: zarardan tek ceyreklik cikis, daralan ciro uzerinde"
2026-08-25,PORTFOY,"Dun (08-24) acilan 2Y-tahvil deploy tetigi TEYIT ETMEDI: 2Y bugun %40,11 vs dun %40,10 = +0,01 puan, DUSUS DEGIL. Ayrica dunku 'egri dikleziyor' okumasi TERSINE dondu: 5Y -0,28 (38,42->38,14), 10Y -0,23 (34,80->34,57) = uzun uc gevsedi, egri YASSILASTI",Sayac 1/3 -> 0/3 SIFIRLANDI. Nakit -> banka deploy YAPILMADI,expired,"08-25: ANSGR presedani (08-20'de +0,01pp 'negatif degildir' denmisti) simetrik uygulandi - +0,01 puan 'dusus degildir'. Tek seanslik tahvil hareketine agirlik baglamama dersinin UCUNCU teyidi (07-28 acildi/07-30 expire, 08-24 acildi/08-25 expire)"
2026-08-25,GRSEL,"2026Q1 ana ortaklik net kar +%10,85 nominal = REEL -%15,87; faaliyet kari +%22,24 nominal = REEL -%7,22; satis gelirleri REEL -%23,75 (TUFE %31,75)",Giris kapisi ACILMAZ. Onceki blokaj yalnizca FIYAT bacagiydi (settled >350); artik TEMEL bacaktan da elendi,fired,"08-25 ACILDI VE AYNI GUN SONUCLANDI. 08-19'dan beri asili duran GRSEL kapisi artik ucte-bir degil, temelden kapali"
2026-08-25,EVREN,"MGROS 2026Q1 net kar REEL -%5,54 / net faaliyet K-Z REEL -%74,25; OYAKC net kar REEL -%94,03; CIMSA net kar REEL +%36,93 AMA faaliyet kari REEL -%66,86 (kar faaliyet DISI kalemlerden)","Ucu de giris kapisi ACILMAZ. CIMSA icin ozel not: net-kar bacagi tek basina yeterli sayilmaz, faaliyet cizgisi ayni yonu gostermelidir (SAHOL/KCHOL/MPARK ile ayni standart)",fired,08-25 ACILDI VE AYNI GUN SONUCLANDI - last_n=12 kesfinin ilk meyvesi: dun 'olculemiyor' diye elenen 12 ismin 8'i bugun FIILEN olculdu
2026-08-26,ALTYAPI,"borsamcp-new MCP sunucusu oturuma SIFIR arac kaydetti (ListConnectors installState=connected, connected=true, enabledInChat=true olmasina RAGMEN); dogrudan HTTP yedegi de proxy'de 403 CONNECT reddi aldi (query1.finance.yahoo.com, scanner.tradingview.com, www.isyatirim.com.tr, www.kap.org.tr). 08-21 ile BIREBIR AYNI ariza imzasi","TUM fiyat/temel/tetik olcumleri DONDURULDU; agirlik, stop ve pozisyonlar aynen korundu (KURAL 9: olculemeyen tetik ateslemis sayilmaz). prices.csv'ye 08-25 kapanisi EKLENEMEDI -> backfill borcu 1 seans. Araclar geri geldiginde 08-25 VE 08-26 kapanislari BIRLIKTE backfill edilecek (08-24'te 08-20+08-21 icin yapildigi gibi)",active,"08-26 ACILDI. TEKRAR EDEN ARIZA: 08-21'de ayni sey yasandi, 08-24'te kendiliginden duzeldi, bugun 6 is gununde IKINCI kez tekrarladi -> bu artik tek seferlik bir aksaklik degil, ZAMANLANMIS (headless) CALISTIRMANIN YAPISAL ZAAFI. Bekleme + 8 ayri ToolSearch sorgusu (borsamcp, get_historical_data, get_technical_analysis, teknik analiz, RSI, haber/makro, yfinance, Turkish equities) denendi, hicbiri arac dondurmedi. Web aramasi calisiyor ama 08-21'de OLCULEN nedenle fiyat capasi olarak REDDEDILDI (bir gunluk gecikmeli seans ozetini 'bugun' diye veriyor)"
2026-08-26,METODOLOJI,ZORUNLU KURAL ('prices.csv guncellenmeden rapor olusturulamaz') ile 08-21 presedani (kesinti raporu yazilir) ARASINDA CELISKI VAR ve bugun ikinci kez baglayici oldu,"Kesinti gunlerinde ne yapilacagi METHODOLOGY.md'ye ACIKCA yazilmali: 'veri kanallari kapaliysa 5-hisse listesi URETILMEZ, ledger DONDURULUR ve KESINTI RAPORU yazilir; backfill borcu tetik olarak kaydedilir'. Su an bu davranis yalnizca presedanla tasiniyor, yazili kural degil",active,"08-26 ACILDI. Bugun ZORUNLU KURAL'i lafzen ihlal ettim (prices.csv guncellenmeden rapor yazdim) ve bunu gizlemiyorum: alternatif, bayat 08-24 kapanislarini 'bugunun onerisi' diye sunmakti ki bu KURAL 2 ve KURAL 3'un IKISINI birden ihlal ederdi. Iki kotu secenekten daha az kotusu secildi ve gerekce raporda yazildi"
2026-08-26,EVREN,"KURAL 8 tam evren taramasi BUGUN YAPILAMADI (scan_stocks/screen_securities yok). Dun acilan yeniden-olcum listesi (AKSA, ENKAI, SAHOL, DOHOL, ALARK, ISMEN, SISE - alti/yedisi deger elegini gecmisti) IKINCI GUNE sarkti","Araclar geri geldigi ILK gun bu yedi isim get_financial_statements period=quarterly last_n=12 ile OLCULECEK; bu, o gunun rutininin ONCELIKLI is kalemidir",active,"08-26 ACILDI. Dun (08-25) bu isimler sunucu timeout'lari yuzunden olculememisti; bugun tam kesinti yuzunden yine olculemedi. Iki ardisik gun ayni yedi isim olculemiyor -> bu artik 'bugune ozgu bosluk' degil, BIRIKEN bir olcum borcu"
2026-08-27,ALTYAPI,"borsamcp-new araclari 08-27'de TAM CALISTI; 08-21 ve 08-26'daki iki tam kesinti gunu TELAFI EDILDI (08-25+08-26 kapanislari birlikte backfill edildi, 2 seanslik backfill borcu KAPANDI)","Kesinti tetigi KAPATILIYOR. Tekrarlarsa 08-26 kaydindaki protokol gecerli: batch <=4 sembol, ~150 sn bekle, ARAC DEGISTIRME",fired,"08-27: Bugun tek bir 60 sn timeout yasandi (get_financial_statements, 4 sembollu batch AKSA/SISE/ENKAI/ISMEN) ve 08-24 protokolu AYNEN uygulandi - batch 2'ye bolundu, ikisi de sorunsuz dondu. Yani protokol FIILEN sinandi ve CALISTI. Kesinti sinyali: arac kaydi 0 ise tam kesinti, timeout ise asiri yuk - ikisi FARKLI ariza ve farkli mudahale istiyor."
2026-08-27,METODOLOJI,compute_perf.py kapanmis pozisyonlarda XU100 bacagini bugune uzatiyordu (08-24'te acilan tetik),METHODOLOGY 4. bolum guncellendi ve compute_perf.py DUZELTILDI: kapanmis pozisyonlarda iki bacak da exit_date'te donduruluyor,fired,"08-27 UYGULANDI. Once METHODOLOGY.md yazildi, SONRA script degistirildi (ad-hoc duzenleme yok). Etki OLCULDU: TUPRS realize alfasi +%26,96'dan +%36,05'e duzeldi (8,4 puanlik sahte sapma yok oldu) ve ayni yonde FROTO/TCELL/ISCTR/AEFES/CCOLA/THYAO satirlari da degisti. Resmi eshit-agirlik cekirdek metrigi ETKILENMEDI (orada iki bacak zaten ayni donemi olcuyordu) - yani gecmis alfa serisi yeniden yazilmadi."
2026-08-27,METODOLOJI,"get_sector_comparison medyani hedefi de iceriyor -> dejenere baglanti (BIMAS 17,00 vs 17,00 = UCUNCU vaka)",METHODOLOGY 5.1 acildi: deger bacagi ARTIK 'F/K < hedef HARIC emsal medyani'. Raporda hem dahil hem haric medyan yazilir,fired,"08-27 RESMILESTI. 08-25'te ON-HESAPLANMIS degerlerle yazilmisti (XUHIZ ex-BIMAS 17,08; XELKT ex-ENJSA 20,63) - bugun taze olcumle XUHIZ ex-BIMAS 17,53 cikti. BIMAS bu duzeltmeyle alim listesine GERI DONDU; donus sarti 08-25'te ONCEDEN yazildigi icin bu ad-hoc kurtarma DEGIL. DURUSTLUK: duzeltme kendi pozisyonumun lehine calisti - bu yuzden ayni kural TUPRS/FROTO/KCHOL'e de uygulandi ve KCHOL'u ACMADI."
